"br_ouinstance","br_customer_id","br_customer_location","br_from_ship_point_id","br_to_ship_point_id","br_score","br_rank","br_created_date","br_created_by"
2,bb,jakartahub,test40,"5l",1.00000002,1,2019-01-14 20:20:41,ML
2,bb,location0,shp_marunda,"5l",1.00000000,1,2019-01-14 20:20:41,ML
2,bb,melwh,"01","5l",1.00000002,1,2019-01-14 20:20:42,ML
2,bb,melwh,ecoflosys,"5l",1.00000002,1,2019-01-14 20:20:43,ML
2,bb,ss-chn-hub,sp_2,"5l",1.00000002,1,2019-01-14 20:20:46,ML
2,bb,tdm,shp_marunda,"5l",1.00000000,1,2019-01-14 20:20:46,ML
2,bbmsi,chn-hub,shp_marunda,"5l",1.00000000,1,2019-01-14 20:20:47,ML
2,c0,location00,location0,north syd school,1.00000002,1,2019-01-14 20:20:48,ML
2,c01,"3ls",m02,"5l",1.00000002,1,2019-01-14 20:20:48,ML
2,c01,adayar,"3camsa","5l",1.00000002,1,2019-01-14 20:20:49,ML
2,c01,bng,shp_marunda,"5l",1.00000000,1,2019-01-14 20:20:49,ML
2,c01,cameron-d,"2desres","5l",1.00000000,1,2019-01-14 20:20:50,ML
2,c01,jakartahub,coles,"1002",-1.00000002,2,2019-01-14 20:20:50,ML
2,c101,"2lh",td6095,"5l",1.00000002,1,2019-01-14 20:20:51,ML
2,cl,chennai-1,shpp89,"5l",1.00000000,1,2019-01-14 20:20:52,ML
2,cl,chennai-1,shpp89to,"5l",1.00000000,1,2019-01-14 20:20:52,ML
2,cu1,"2pud","23pwick","01_st_1",1.00000002,1,2019-01-14 20:20:53,ML
2,cu1,jakartahub,"23pwick","125",1.00000002,1,2019-01-14 20:20:53,ML
2,cus01,ib_loc,"10000435","5l",1.00000000,1,2019-01-14 20:20:54,ML
2,cus098,"10l","10000039","5l",1.00000002,1,2019-01-14 20:20:56,ML
2,cus098,damascus,"10000039","5l",1.00000002,1,2019-01-14 20:20:56,ML
2,customer03,"2pud",td1058,"5l",1.00000002,1,2019-01-14 20:20:57,ML
2,customer03,"2pud",td1058,ship_point_03,-1.00000002,2,2019-01-14 20:20:57,ML
2,customer06,jakartahub,shp_point1,shp_marunda,1.00000000,1,2019-01-14 20:20:58,ML
2,customer444,"10l","1","5l",1.00000002,1,2019-01-14 20:20:58,ML
2,customer444,l793992,sp1,"5l",1.00000002,1,2019-01-14 20:20:59,ML
2,customer444,l793994,"741","5l",0.00000000,1,2019-01-14 20:20:59,ML
2,customer444,lynk,"741",shp_point1,-1.00595685,2,2019-01-14 20:21:00,ML
2,customer444,lynk,"741",shp_marunda,-1.00595685,3,2019-01-14 20:21:00,ML
2,customer444,lynk,td1058,"1212",1.00000002,1,2019-01-14 20:21:01,ML
2,customer_01,"10l",ship_point_01,"5l",1.00000000,1,2019-01-14 20:21:01,ML
2,customer_01,"10l",td1058,"5l",1.00000000,1,2019-01-14 20:21:02,ML
2,customer_01,chn-hub,ship_point_01,"5l",1.00000002,1,2019-01-14 20:21:02,ML
2,cust_96,cp,"10000039","5l",1.00000000,1,2019-01-14 20:21:03,ML
2,cust_bb,"10l",tdm,sp001,1.00000000,1,2019-01-14 20:21:03,ML
2,cust_bb,jakartahub,"10000435","5l",1.00000000,1,2019-01-14 20:21:04,ML
2,cust_bb,jakartahub,"2","5l",1.00000000,1,2019-01-14 20:21:05,ML
2,cust_bb,jakartahub,shp_cemeng,"5l",1.00000000,1,2019-01-14 20:21:05,ML
2,cust_bb,jakartahub,shp_point1,"5l",1.00000000,1,2019-01-14 20:21:06,ML
2,cwp002,bwdb,aglwh,"5l",1.00000002,1,2019-01-14 20:21:07,ML
2,dow-c-001,kalwa,kalwa-1,"5l",1.00000000,1,2019-01-14 20:21:07,ML
2,fairmaxjak,"11l",shp_cilincing,"5l",1.00000000,1,2019-01-14 20:21:08,ML
2,fairmaxjak,jakartahub,"10000039","5l",1.00000002,1,2019-01-14 20:21:08,ML
2,frtsyst01,inmaa,frtsyschn,"5l",1.00000002,1,2019-01-14 20:21:09,ML
2,frtsyst01,maa,dshpt002,"5l",1.00000002,1,2019-01-14 20:21:10,ML
2,gytextaai,aaiwwltest,phgytextaai,"5l",1.00000002,1,2019-01-14 20:21:10,ML
2,kethannewwwwwwwwww,chn-hub,"172","5l",1.00000000,1,2019-01-14 20:21:11,ML
2,larry1,"10l",m01,"5l",1.00000002,1,2019-01-14 20:21:11,ML
2,larry1,adayar,"1","5l",1.00000002,1,2019-01-14 20:21:11,ML
2,larry1,chennai-1,"172-1","5l",1.00000000,1,2019-01-14 20:21:12,ML
2,larry1,chn-hub,"1","10000051",1.00000000,1,2019-01-14 20:21:12,ML
2,larry1,chn-hub,"10000039","5l",1.00000000,1,2019-01-14 20:21:13,ML
2,maxhypchn,ramco,aaiomax,"5l",1.00000002,1,2019-01-14 20:21:13,ML
2,mohawk,"10l","01","5l",1.00000002,1,2019-01-14 20:21:14,ML
2,mohawk,"10l","01_st_1","5l",1.00000000,1,2019-01-14 20:21:14,ML
2,mohawk,"10l","1","963",-1.04151651,2,2019-01-14 20:21:14,ML
2,mohawk,"10l","10000039","5l",1.00000002,1,2019-01-14 20:21:15,ML
2,mohawk,"10l","10000051","5l",1.00000002,1,2019-01-14 20:21:15,ML
2,mohawk,"1201","1","5l",1.00000002,1,2019-01-14 20:21:15,ML
2,mohawk,"2lh","10000435","5l",1.00000002,1,2019-01-14 20:21:16,ML
2,mohawk,"3ls","5333","2100",1.00000002,1,2019-01-14 20:21:16,ML
2,mohawk,changi,"10000039","5l",1.00000002,1,2019-01-14 20:21:16,ML
2,mohawk,jakartahub,"10000039","5l",1.00000002,1,2019-01-14 20:21:17,ML
2,mohawk,jakartahub,"10000435","5l",1.00000002,1,2019-01-14 20:21:17,ML
2,mohawk,melwh,"10000039","5l",1.00000002,1,2019-01-14 20:21:18,ML
2,mohawk,melwh,melwh,"5l",1.03116190,1,2019-01-14 20:21:18,ML
2,mohawk,melwh,melwh,"01",-1.03116190,2,2019-01-14 20:21:18,ML
2,mohawk,melwh,shp_cilincing,"5l",1.00000000,1,2019-01-14 20:21:19,ML
2,mohawk,tdm,sp_2,"5l",1.00000000,1,2019-01-14 20:21:19,ML
2,mtc001,khandsa,khandsa-1,"5l",1.00000002,1,2019-01-14 20:21:19,ML
2,n_customer000,"2pud",shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:20,ML
2,n_customer000,jakartahub,shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:20,ML
2,phoenix,"2lh",abc1,"5l",1.00000002,1,2019-01-14 20:21:21,ML
2,pid000000001_2017,location00,"10000435","5l",1.00000000,1,2019-01-14 20:21:22,ML
2,silk001,"10l","135","5l",1.00000002,1,2019-01-14 20:21:22,ML
2,silk001,jakartahub,"1","5l",1.00000002,1,2019-01-14 20:21:22,ML
2,silk001,viclav,"01","5l",1.00000002,1,2019-01-14 20:21:23,ML
2,silk001,viclav,"741","5l",1.00000002,1,2019-01-14 20:21:23,ML
2,silk001,viclav,shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:24,ML
2,silk005,"10l","10000039","5l",1.00000002,1,2019-01-14 20:21:24,ML
2,silk007,viclav,"700028","5l",1.00000002,1,2019-01-14 20:21:24,ML
2,t001,"2lh","2293","5l",1.00000002,1,2019-01-14 20:21:25,ML
2,taparia,"2ls",melwh,"5l",1.00000002,1,2019-01-14 20:21:25,ML
2,td1058,"10l","24pines","5l",1.00000002,1,2019-01-14 20:21:26,ML
2,td1058,"10l",td1058,"5l",1.00000000,1,2019-01-14 20:21:26,ML
2,td1058,"10l",test03,"5l",1.00000002,1,2019-01-14 20:21:26,ML
2,td1058,"2l",td1058,"5l",1.00000000,1,2019-01-14 20:21:27,ML
2,td1058,"2l",test07,"5l",1.00000002,1,2019-01-14 20:21:27,ML
2,td1058,"2lh","10000435","5l",1.00000002,1,2019-01-14 20:21:27,ML
2,td1058,"2lh",sp1,"5l",1.00000002,1,2019-01-14 20:21:28,ML
2,td1058,"2lh",test04,"5l",1.00000002,1,2019-01-14 20:21:28,ML
2,td1058,"2lh",test06,"5l",1.00000002,1,2019-01-14 20:21:29,ML
2,td1058,"2lh",test09,"5l",1.00000002,1,2019-01-14 20:21:29,ML
2,td1058,"2lh",test16,"5l",1.00000002,1,2019-01-14 20:21:32,ML
2,td1058,"2pud",test01,"5l",1.00000002,1,2019-01-14 20:21:32,ML
2,td1058,"2pud",test06,"5l",1.00000002,1,2019-01-14 20:21:32,ML
2,td1058,"2pud",test10,"5l",1.00000002,1,2019-01-14 20:21:33,ML
2,td1058,"2pudc",test05,"5l",1.00000002,1,2019-01-14 20:21:33,ML
2,td1058,"2pudc",test10,"5l",1.00000002,1,2019-01-14 20:21:34,ML
2,td1058,"2pudc",test15,"5l",1.00000002,1,2019-01-14 20:21:34,ML
2,td1058,"2tgw","2chikil","5l",1.00000002,1,2019-01-14 20:21:35,ML
2,td1058,"2tgw","2parsou","5l",1.02001620,1,2019-01-14 20:21:35,ML
2,td1058,"2tgw","2parsou","3kerbay",-1.02001620,2,2019-01-14 20:21:35,ML
2,td1058,"2tgw","3crisou","5l",1.00000002,1,2019-01-14 20:21:36,ML
2,td1058,"2tgw","3granmel","5l",1.00000002,1,2019-01-14 20:21:36,ML
2,bb,location00,"01_st_1","5l",1.00000000,1,2019-01-14 20:20:41,ML
2,bb,location00,frtsyschn,frtsysblr,1.00000002,1,2019-01-14 20:20:42,ML
2,bb,melwh,shp_marunda,"5l",1.00000000,1,2019-01-14 20:20:46,ML
2,bbmsi,adyar,krywh1,"5l",1.00000002,1,2019-01-14 20:20:47,ML
2,c01,"2l",coles,"5l",1.00000002,1,2019-01-14 20:20:48,ML
2,c01,bng,"368","5l",1.00000002,1,2019-01-14 20:20:49,ML
2,c01,jakartahub,coles,coles,1.00000002,1,2019-01-14 20:20:50,ML
2,ck1,cp,dl2,"5l",1.00000002,1,2019-01-14 20:20:51,ML
2,coles,lynk,"24pines","5l",1.00000002,1,2019-01-14 20:20:52,ML
2,cus01,chn-hub,"10000039","5l",1.00000000,1,2019-01-14 20:20:54,ML
2,cus01,nwex,"2031","5l",1.00000002,1,2019-01-14 20:20:55,ML
2,cust01new,jakartahub,"10000051","5l",1.00000002,1,2019-01-14 20:20:56,ML
2,customer06,brooklyn,shp_point1,shp_marunda,1.00000000,1,2019-01-14 20:20:57,ML
2,customer444,bayswater,shp_marunda,"5l",1.00000000,1,2019-01-14 20:20:58,ML
2,customer444,l793994,sp1,"5l",1.00000002,1,2019-01-14 20:21:00,ML
2,customer444,lynk,"741","12345",-1.02351942,5,2019-01-14 20:21:01,ML
2,customer_01,"10l",shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:02,ML
2,customer_01,melbourne,"2059","5l",1.00000000,1,2019-01-14 20:21:03,ML
2,cust_bb,"2tgw","2parsou","5l",1.00000000,1,2019-01-14 20:21:04,ML
2,cust_bb,jakartahub,"2chikil","5l",1.00000000,1,2019-01-14 20:21:05,ML
2,cust_bb,jakartahub,visy001,"5l",1.00000000,1,2019-01-14 20:21:06,ML
2,fairmaxjak,"10l",td1058,"5l",1.00000002,1,2019-01-14 20:21:07,ML
2,fairmaxjak,jakartahub,"3","5l",1.00000002,1,2019-01-14 20:21:08,ML
2,frtsyst01,maa,abtchn01,"5l",1.00000002,1,2019-01-14 20:21:09,ML
2,kethannewwwwwwwwww,"2lh","24pines","5l",1.00000002,1,2019-01-14 20:21:11,ML
2,larry1,bng,"10000039","5l",1.00000002,1,2019-01-14 20:21:12,ML
2,mariota,bng,sp_blrcity,"5l",1.00000000,1,2019-01-14 20:21:13,ML
2,mohawk,"10l","1","5l",1.04151651,1,2019-01-14 20:21:14,ML
2,mohawk,"10l",shp_kel-gad,"5l",1.00000000,1,2019-01-14 20:21:15,ML
2,mohawk,chn-hub,"1","5l",1.00000000,1,2019-01-14 20:21:17,ML
2,mohawk,melwh,"741","5l",1.00000002,1,2019-01-14 20:21:18,ML
2,mohawk,tdm,"01_st_1","5l",1.00000000,1,2019-01-14 20:21:19,ML
2,n_customer000,"2tgw",shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:20,ML
2,pid000000001_2017,location00,"01_st_1","5l",1.00000002,1,2019-01-14 20:21:21,ML
2,silk001,bng,"2078","5l",1.00000002,1,2019-01-14 20:21:22,ML
2,silk001,viclav,rajbhavan22,"5l",1.00000002,1,2019-01-14 20:21:23,ML
2,silk007,viclav,rajbhavan22,"5l",1.00000002,1,2019-01-14 20:21:24,ML
2,t001,"10l","2chikil","5l",1.00000002,1,2019-01-14 20:21:25,ML
2,td1058,"10l","01_st_1","01",1.00000000,1,2019-01-14 20:21:25,ML
2,td1058,"11l","10000039","5l",1.00000002,1,2019-01-14 20:21:26,ML
2,td1058,"2l","1","5l",1.00000002,1,2019-01-14 20:21:27,ML
2,td1058,"2lh","24pines","5l",1.00000002,1,2019-01-14 20:21:28,ML
2,td1058,"2lh",test08,"5l",1.00000002,1,2019-01-14 20:21:29,ML
2,td1058,"2lh",test10,"5l",1.00000002,1,2019-01-14 20:21:31,ML
2,td1058,"2pud",test07,"5l",1.00000002,1,2019-01-14 20:21:33,ML
2,td1058,"2pudc",test12,"5l",1.00000002,1,2019-01-14 20:21:34,ML
2,td1058,"2tgw","2momchi","5l",1.00000002,1,2019-01-14 20:21:35,ML
2,td1058,"2tgw","3exhsou","5l",1.00000002,1,2019-01-14 20:21:36,ML
2,td1058,"2tgw","3hilsou","5l",1.00000002,1,2019-01-14 20:21:36,ML
2,td1058,"2tgw",id4421,"5l",1.00000002,1,2019-01-14 20:21:37,ML
2,td1058,"2tgw",test10,"5l",1.00000002,1,2019-01-14 20:21:38,ML
2,td1058,"2tt",test17,"5l",1.00000002,1,2019-01-14 20:21:38,ML
2,td1058,"3ls","24pines","5l",1.00000002,1,2019-01-14 20:21:38,ML
2,td1058,"3ls",td5727,"5l",1.00000002,1,2019-01-14 20:21:39,ML
2,td1058,"3pud","24pines","5l",1.00000002,1,2019-01-14 20:21:39,ML
2,td1058,"3pud",test02,"5l",1.00000002,1,2019-01-14 20:21:39,ML
2,td1058,"3s","2chikil","5l",1.00000002,1,2019-01-14 20:21:40,ML
2,td1058,"3t","2chikil","5l",1.00000002,1,2019-01-14 20:21:40,ML
2,td1058,jakartahub,"2parsou","5l",1.00000002,1,2019-01-14 20:21:41,ML
2,td1058,jakartahub,"6kooper","5l",1.00000002,1,2019-01-14 20:21:41,ML
2,td1058,per11,"6kooper","5l",1.00000002,1,2019-01-14 20:21:41,ML
2,td1062,"10l",exopremi,"5l",1.00000002,1,2019-01-14 20:21:42,ML
2,td1062,"2lh","10000051","5l",1.00000002,1,2019-01-14 20:21:42,ML
2,td1113,"2lh","24pines","5l",1.00000002,1,2019-01-14 20:21:42,ML
2,td1113,"2lh","2athgle","5l",1.00000002,1,2019-01-14 20:21:42,ML
2,td1239,chn-hub,"01_st_1","01_st_1",1.00000002,1,2019-01-14 20:21:43,ML
2,td1239,chn-hub,"1","5l",0.00000000,1,2019-01-14 20:21:43,ML
2,td1239,chn-hub,"1","10000051",0.00000000,2,2019-01-14 20:21:43,ML
2,td2083,"2l","23pwick","5l",1.00000002,1,2019-01-14 20:21:44,ML
2,td2083,"2lh","2desres","5l",1.00000002,1,2019-01-14 20:21:44,ML
2,td2083,"2pud","23pwick","5l",1.00000002,1,2019-01-14 20:21:44,ML
2,td2083,"2pud",td5695,"5l",1.00000002,1,2019-01-14 20:21:44,ML
2,td4541,cameron-b,id1,"5l",1.00000000,1,2019-01-14 20:21:45,ML
2,unileverjak,"11l",shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:45,ML
2,unileverjak,"1201",shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:46,ML
2,unileverjak,"2l",td5727,"5l",1.00000002,1,2019-01-14 20:21:46,ML
2,unileverjak,"3l",shp_cemeng,"5l",1.00000000,1,2019-01-14 20:21:46,ML
2,unileverjak,cameronipo,shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:47,ML
2,unileverjak,jakartah,shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:47,ML
2,unileverjak,jakartahub,shp_cemeng,"5l",1.00000000,1,2019-01-14 20:21:47,ML
2,unileverjak,lynk,shp_jarak,"5l",1.00000000,1,2019-01-14 20:21:48,ML
2,unileverjak,smrnghub,shp_cemeng,"5l",1.00000000,1,2019-01-14 20:21:48,ML
2,unileverjak,smrnghub,shp_jarak,"5l",1.00000000,1,2019-01-14 20:21:49,ML
2,unileverjak,smrnghub,shp_kel-gad,"5l",1.00000000,1,2019-01-14 20:21:49,ML
2,visy_paper,"3ls",visy001,"5l",1.00000000,1,2019-01-14 20:21:50,ML
2,visy_paper,"6l",exopremi,"5l",1.00000000,1,2019-01-14 20:21:50,ML
2,visy_paper,"6l",id4421,"5l",1.00000000,1,2019-01-14 20:21:50,ML
2,visy_paper,location00,"10001153","5l",1.00000000,1,2019-01-14 20:21:51,ML
2,visy_paper,location00,location0,"5l",1.00000000,1,2019-01-14 20:21:51,ML
2,visy_paper,location00,shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:51,ML
2,visy_paper,melbourne,visy002,"5l",1.00000000,1,2019-01-14 20:21:52,ML
2,vrl,"3l","10000051","5l",1.00000002,1,2019-01-14 20:21:52,ML
2,vrl,chennaihub,shp_chn,"5l",1.00000000,1,2019-01-14 20:21:52,ML
2,vrl,chn-hub,shp_chn,"5l",1.00000000,1,2019-01-14 20:21:52,ML
2,vrl,delhihub,shp_chn,"5l",1.00000000,1,2019-01-14 20:21:53,ML
2,vrl,jakartahub,shp_cemeng,"5l",1.00000000,1,2019-01-14 20:21:53,ML
2,vrl,jakartahub,shp_chn,"5l",1.00000000,1,2019-01-14 20:21:53,ML
2,"007",Dandenong,test_cus,AFT,1.00000000,3,2019-01-18 09:53:36,lgtadminuser
2,"007",India,test_cus,ID1,1.00000000,2,2019-01-18 09:53:36,lgtadminuser
2,"007",JakartaHub,test_cus,COLES,1.00000000,1,2019-01-18 09:53:36,lgtadminuser
2,mohawk,"2l","127","5l",1.00000002,1,2019-01-14 20:21:16,ML
2,n_customer000,location0,shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:21,ML
2,silk005,bb,aft,"5l",1.00000002,1,2019-01-14 20:21:24,ML
2,td1058,"10l","6kooper","5l",1.00000002,1,2019-01-14 20:21:26,ML
2,td1058,"2l",test01,"5l",1.00000002,1,2019-01-14 20:21:27,ML
2,td1058,"2lh",test01,"5l",1.00000002,1,2019-01-14 20:21:28,ML
2,td1058,"2pud",test03,"5l",1.00000002,1,2019-01-14 20:21:32,ML
2,td1058,"2tgw","2albwil","5l",1.00000002,1,2019-01-14 20:21:34,ML
2,td1058,"2tgw","3baymelb","5l",1.00000002,1,2019-01-14 20:21:36,ML
2,td1058,"2tgw","3kerbay","5l",1.00000002,1,2019-01-14 20:21:37,ML
2,td1058,"3chp",test12,"5l",1.00000002,1,2019-01-14 20:21:38,ML
2,td1058,"3pud","2parsou","5l",1.00000002,1,2019-01-14 20:21:39,ML
2,td1058,"6l",test08,"5l",1.00000002,1,2019-01-14 20:21:40,ML
2,td1062,chn-hub,exopremi,"5l",1.00000000,1,2019-01-14 20:21:42,ML
2,td1239,chn-hub,"741","963",1.00000000,1,2019-01-14 20:21:44,ML
2,testingtestingtest,adyar,dapcmhn,"5l",1.00000002,1,2019-01-14 20:21:45,ML
2,unileverjak,bayswater,shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:47,ML
2,unileverjak,jakartahub,shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:48,ML
2,visy_paper,location00,"1","5l",1.00000000,1,2019-01-14 20:21:51,ML
2,vrl,"10l",shp_chn,"5l",1.00000000,1,2019-01-14 20:21:52,ML
2,vrl,lynk,"10000039","5l",1.00000002,1,2019-01-14 20:21:53,ML
2,td1058,"2tgw",dm1879,"5l",1.00000002,1,2019-01-14 20:21:37,ML
2,td1058,"3l","10001153","5l",1.00000002,1,2019-01-14 20:21:38,ML
2,td1058,"3pud",exopremi,"5l",1.00000002,1,2019-01-14 20:21:39,ML
2,td1058,cp,"10000039","5l",1.00000002,1,2019-01-14 20:21:40,ML
2,td1058,tashub,mas113,"5l",1.00000002,1,2019-01-14 20:21:42,ML
2,td1113,"2pud","24pines","5l",1.00000002,1,2019-01-14 20:21:43,ML
2,td2083,"11l",td5695,"5l",1.00000002,1,2019-01-14 20:21:44,ML
2,td2083,jakartahub,td5695,"5l",1.00000002,1,2019-01-14 20:21:45,ML
2,unileverjak,"2l",shp_cemeng,"5l",1.00000000,1,2019-01-14 20:21:46,ML
2,unileverjak,jakartah,shp_kel-gad,"5l",1.00000000,1,2019-01-14 20:21:47,ML
2,unileverjak,smrnghub,"192","2078",1.00000002,1,2019-01-14 20:21:48,ML
2,unileverjak,smrnghub,shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:49,ML
2,visy_paper,jakartahub,shp_marunda,"5l",1.00000000,1,2019-01-14 20:21:50,ML
2,visy_paper,location00,sp000,"5l",1.00000000,1,2019-01-14 20:21:51,ML
2,vrl,d-port,shp_chn,"5l",1.00000000,1,2019-01-14 20:21:53,ML
